event_date,item_id,item_name,item_brand,item_category,price_in_usd,quantity,item_revenue_in_usd
20201111,9180819,Google Laptop and Cell Phone Stickers,Google,Google,3,1,3
20201111,9184749,Android Large Removable Sticker Sheet,Android,Accessories,2,1,2
20201111,9196858,Google Recycled Writing Set,Google,Clearance,3,1,3
20201111,9196862,Google Black Cork Journal,Google,New,10,1,10
20201111,9196383,Google Mural Bottle,Google,Drinkware,19,1,19
20201111,9195032,Google Camp Mug Ivory,Google,Drinkware,10,1,10
20201111,9195942,Google Confetti Accessory Pouch,Google,Bags,10,1,10
20201111,9185156,Google Crewneck Sweatshirt Grey,Google,Uncategorized Items,44,1,44
20201111,9185156,Google Crewneck Sweatshirt Grey,Google,Uncategorized Items,44,1,44
20201111,9185159,Google Crewneck Sweatshirt Grey,Google,Uncategorized Items,44,1,44
20201111,9195129,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201111,9195966,Google Clear Framed Yellow Shades,Google,Accessories,3,2,6
20201111,9195968,Google Clear Framed Gray Shades,Google,Accessories,3,2,6
20201111,9195967,Google Clear Framed Blue Shades,Google,Accessories,3,2,6
20201111,9196380,Google Mural Sticky Note Pad,Google,Office,11,1,11
20201111,9195735,Google Campus Bike Eco Tee Navy,Google,Apparel,20,1,20
20201111,9195835,Google Campus Bike Corkbase Mug Blue,Google,Lifestyle,14,1,14
20201111,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201111,9196727,Google Woodtop Bottle Black,Google,New,24,1,24
20201111,9195551,Google Unisex Eco Tee Black,Google,Uncategorized Items,18,1,18
20201111,9199131,Super G Unisex Joggers,Google,Shop by Brand,37,1,37
20201111,9184830,Google Light Pen Red,Google,Writing Instruments,2,1,2
20201111,9197939,Google Decal,Google,Stationery,1,1,1
20201111,9195712,YouTube Leather Strap Hat Black,YouTube,Apparel,10,1,10
20201111,9195799,YouTube Icon Tee Grey,YouTube,Apparel,18,1,18
20201111,9197419,Google SF Campus Ladies Tee,Google,Clearance,14,1,14
20201111,9196868,Stainless Straight Straw/Cleaner,Google,New,3,1,3
20201111,9195961,Google Campus Bike Mini Backpack,Google,Lifestyle,32,1,32
20201111,9197426,Google SF Campus Bottle,Google,Campus Collection,11,1,11
20201111,9180826,Google Sunglasses,Google,Uncategorized Items,3,1,3
20201111,9180825,Google Sunglasses,Google,Uncategorized Items,3,1,3
20201111,9180827,Google Sunglasses,Google,Uncategorized Items,3,1,3
20201111,9196666,Google Sherpa Zip Hoodie Charcoal,Google,Apparel,55,1,55
20201111,9184917,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,44,1,44
20201111,9195736,Google Campus Bike Eco Tee Navy,Google,Apparel,20,1,20
20201111,9195934,Google Confetti Pen White,Google,Office,1,1,1
20201111,9195032,Google Camp Mug Ivory,Google,Drinkware,10,1,10
20201111,9195939,Google Campus Bike Grid Task Pad,Google,Office,10,1,10
20201111,9196727,Google Woodtop Bottle Black,Google,New,24,12,288
20201111,9185002,Google Large Standard Journal Grey,Google,Office,13,12,154
20201111,9195948,Google Crew Striped Athletic Sock,Google,Apparel,14,12,163
20201111,9188315,Google Magnet,Google,Accessories,8,1,8
20201111,9195551,Google Unisex Eco Tee Black,Google,Uncategorized Items,22,1,22
20201111,9195552,Google Unisex Eco Tee Black,Google,Uncategorized Items,22,2,44
20201111,9197989,Google Sunnyvale Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201111,9197951,Google Sunnyvale Campus Mug,Google,Campus Collection,7,1,7
20201111,9197707,Google PNW Campus Zip Hoodie,Google,Clearance,32,1,32
20201111,9195912,Womens Google Striped LS,Google,Apparel,16,1,16
20201111,9194259,Google Campus Bike,Google,Accessories,32,1,32
20201111,9195918,Google Summer19 Crew Grey,Google,Apparel,35,1,35
20201111,9195948,Google Crew Striped Athletic Sock,Google,Apparel,14,2,27
20201111,9196270,Google Mural Sticker Sheet,Google,Small Goods,2,1,2
20201111,9196383,Google Mural Bottle,Google,Drinkware,19,1,19
20201111,9196615,Google Crewneck Sweatshirt Green,Google,Apparel,44,1,44
20201111,9196406,Android Garden Tee Orange,Android,Apparel,16,1,16
20201111,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,10,1,10
20201111,9197939,Google Decal,Google,Stationery,1,1,1
20201111,9190336,YouTube Small Sticker Sheet,YouTube,Accessories,2,1,2
20201111,9196605,Google Badge Heavyweight Pullover Black,Google,Apparel,46,1,46
20201111,9196452,Google Beekeepers Onesie Pink,Google,Apparel,14,1,14
20201111,9196676,Google Speckled Beanie Grey,Google,New,16,1,16
20201111,9196977,Google Chicago Campus Mug,Google,Campus Collection,7,1,7
20201111,9196616,Google Crewneck Sweatshirt Green,Google,Apparel,44,1,44
20201111,9199131,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201111,9188197,Google See-No Hear-No Set,Google,Electronics Accessories,10,2,19
20201111,9197364,Google Boulder Campus Tote,Google,Campus Collection,6,1,6
20201111,9180825,Google Sunglasses,Google,Uncategorized Items,3,1,3
20201111,9195968,Google Clear Framed Gray Shades,Google,Accessories,3,1,3
20201111,9195966,Google Clear Framed Yellow Shades,Google,Accessories,3,1,3
20201111,9195126,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201111,9195128,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201111,9195248,Google Toddler FC Zip Hoodie,Google,Apparel,28,1,28
20201111,9195249,Google Toddler FC Zip Hoodie,Google,Apparel,28,1,28
20201111,9199737,Super G Unisex Joggers,Google,Apparel,30,1,30
20201111,9184981,Google Small Standard Journal Navy,Google,Lifestyle,7,1,7
20201111,9197707,Google PNW Campus Zip Hoodie,Google,Clearance,41,1,41
20201111,9197939,Google Decal,Google,Stationery,1,5,4
20201111,9197567,Google PNW Campus Sticker,Google,Campus Collection,1,1,1
20201111,9180823,Google Mini Kick Ball,Google,Fun,2,3,6
20201111,9188201,Google Pen White,Google,Office,2,4,7
20201111,9196950,Google NYC Campus Mug,Google,Campus Collection,7,1,7
20201111,9196863,Google Hemp Tote,Google,Clearance,12,1,12
20201111,9195292,Google Canteen Bottle Black,Google,Drinkware,19,1,19
20201111,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201111,9195031,Google Thermal Tumbler Navy,Google,Drinkware,14,1,14
20201111,9199082,Google Land & Sea Tote Bag,Google,Bags,16,2,32
20201111,9196866,Google ApPeel Journal Red,Google,New,15,1,15
20201111,9196663,Google Sherpa Zip Hoodie Charcoal,Google,Apparel,55,2,110
20201111,9196726,Google Women's Tech Fleece Vest Charcoal,Google,Apparel,44,1,44
20201111,9196775,Google Sherpa Vest Black,Google,Apparel,63,1,63
20201111,9196727,Google Woodtop Bottle Black,Google,New,24,1,24
20201111,9196722,Google Women's Tech Fleece Vest Charcoal,Google,Apparel,44,1,44
20201111,9180818,Keyboard DOT Sticker,Google,Office,2,1,2
20201111,9195128,Google Zip Hoodie F/C,Google,Apparel,60,1,60
20201111,9197939,Google Decal,Google,Stationery,1,1,1
20201111,9195843,Google Pen Neon Coral,Google,Stationery,2,1,2
20201111,9185157,Google Crewneck Sweatshirt Grey,Google,Clearance,55,1,55
20201111,9195842,Google Pen Bright Blue,Google,Stationery,2,1,2
20201111,9196858,Google Recycled Writing Set,Google,Clearance,4,1,4
20201111,9184988,Google Emoji Sticker Pack,Google,Accessories,5,1,5
20201111,9196844,Android Iconic 4&quot; Decal,Android,New,2,1,2
20201111,9195937,Google Confetti Task Pad,Google,Office,8,1,8
20201111,9196806,Android Pocket Tee Green,Android,Apparel,29,1,29
20201111,9195294,Snowflake Android Cardboard Sculpture,Android,Accessories,10,1,10
20201111,9195967,Google Clear Framed Blue Shades,Google,Accessories,4,1,4
20201111,9184749,Android Large Removable Sticker Sheet,Android,Accessories,2,1,2
20201111,9197963,Google Sunnyvale Campus Unisex Tee,Google,Campus Collection,14,1,14
20201111,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201111,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201111,9196383,Google Mural Bottle,Google,Drinkware,19,1,19
20201111,9196788,Google Mural Socks,Google,New,12,1,12
20201111,9196270,Google Mural Sticker Sheet,Google,Small Goods,2,1,2
20201111,9196798,Android Iconic Pen,Android,New,2,2,4
20201111,9196410,Android Garden Tee Orange,Android,Apparel,20,1,20
20201111,9195548,Android Buoy Bottle,Android,Drinkware,6,1,6
20201111,9195359,Noogler Android Figure,Android,Accessories,16,1,16
20201111,9196856,Android Iconic Hat Black,Android,Clearance,11,1,11
20201111,9197993,Android Jotter Task Pad,Android,Shop by Brand,3,1,3
20201111,9184749,Android Large Removable Sticker Sheet,Android,Accessories,2,1,2
20201111,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201111,9196845,Android Iconic Sticker Sheet,Android,New,2,1,2
20201111,9195742,Google Dino Game Tee,Google,Apparel,32,1,32
20201111,9180818,Keyboard DOT Sticker,Google,Office,2,1,2
20201111,9196844,Android Iconic 4&quot; Decal,Android,New,1,2,2
20201111,9184749,Android Large Removable Sticker Sheet,Android,Accessories,2,1,2
20201111,9196875,Google KeepCup,Google,New,28,1,28
20201111,9195846,Google Pen Citron,Google,Clearance,1,2,2
20201111,9188201,Google Pen White,Google,Office,1,1,1
20201111,9195740,Google Dino Game Tee,Google,Apparel,32,2,64
20201111,9195971,Google Chrome Dinosaur Collectible,Google,Accessories,24,1,24
20201111,9195842,Google Pen Bright Blue,Google,Stationery,1,2,3
20201111,9180819,Google Laptop and Cell Phone Stickers,Google,Google,2,1,2
20201111,9197457,Google Super G Tumbler (Blue Lid),Google,Lifestyle,22,1,22
20201111,9196785,Google Keychain,Google,New,6,1,6
20201111,9197718,Google Incognito Zip Pack,Google,Bags,61,1,61
20201111,9195840,YouTube Play Mug,YouTube,Lifestyle,10,2,21
20201111,9195710,Google Leather Strap Hat Black,Google,Apparel,14,1,14
20201111,9195032,Google Camp Mug Ivory,Google,Drinkware,10,2,21
20201111,9196854,Android Iconic Hat Green,Android,New,13,1,13
20201111,9195076,Google Tee F/C Black,Google,Uncategorized Items,18,1,18
20201111,9196637,Google Red Speckled Tee,Google,Apparel,24,1,24
20201111,9196855,Android Iconic Hat White,Android,New,13,1,13
20201111,9195741,Google Dino Game Tee,Google,Apparel,32,1,32
20201111,9180823,Google Mini Kick Ball,Google,Fun,2,1,2
20201111,9197939,Google Decal,Google,Stationery,1,1,1
20201111,9195552,Google Unisex Eco Tee Black,Google,Uncategorized Items,18,1,18
20201111,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,10,1,10
20201111,9196623,Google Heather Green Speckled Tee,Google,Apparel,17,1,17
20201111,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201111,9180819,Google Laptop and Cell Phone Stickers,Google,Google,2,1,2
20201111,9196784,Google Emoji Magnet Set,Google,Small Goods,8,1,8
20201111,9195709,Google Leather Strap Hat Blue,Google,Apparel,14,1,14
20201111,9196813,Android Pocket Tee Navy,Android,Apparel,23,1,23
20201111,9199131,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201111,9188315,Google Magnet,Google,Accessories,6,2,13
20201111,9195712,YouTube Leather Strap Hat Black,YouTube,Apparel,10,2,19
20201217,9184917,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,55,1,55
20201217,(not set),(not set),(not set),(not set),,,
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9195292,Google Canteen Bottle Black,Google,Drinkware,19,18,346
20201217,9195249,Google Toddler FC Zip Hoodie,Google,Apparel,28,1,28
20201217,9196717,Google Men's Tech Fleece Vest Charcoal,Google,Apparel,63,1,63
20201217,9195961,Google Campus Bike Mini Backpack,Google,Lifestyle,32,1,32
20201217,9199082,Google Land & Sea Tote Bag,Google,Bags,16,3,48
20201217,9197718,Google Incognito Zip Pack,Google,Bags,61,1,61
20201217,9195267,Google Incognito Messenger Bag,Google,Bags,75,1,75
20201217,9195267,Google Incognito Messenger Bag,Google,Bags,75,1,75
20201217,9195267,Google Incognito Messenger Bag,Google,Bags,75,1,75
20201217,9199133,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199129,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199132,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199131,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199132,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9195198,Google F/C Longsleeve Charcoal,Google,Apparel,24,1,24
20201217,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201217,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201217,9195130,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201217,9196717,Google Men's Tech Fleece Vest Charcoal,Google,Apparel,63,1,63
20201217,9196628,Google Navy Speckled Tee,Google,Apparel,24,1,24
20201217,9188228,Google 24 oz Ring Bottle Red,Google,Google,7,1,7
20201217,9196977,Google Chicago Campus Mug,Google,,7,5,34
20201217,9184913,Google Crewneck Sweatshirt Navy,Google,Apparel,44,1,44
20201217,9199224,Google Land & Sea Nalgene Water Bottle,Google,Drinkware,20,1,20
20201217,9196788,Google Mural Socks,Google,New,12,1,12
20201217,9196412,Google Beekeepers Tee Mint,Google,Apparel,14,1,14
20201217,9195840,YouTube Play Mug,YouTube,Lifestyle,13,1,13
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9194259,Google Campus Bike,Google,Accessories,32,1,32
20201217,9196671,Google Infant Hero Onesie Grey,Google,Apparel,14,6,84
20201217,9185150,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201217,9196653,Google Speckled Beanie Navy,Google,New,16,1,16
20201217,9199129,Super G Unisex Joggers,Google,Shop by Brand,37,1,37
20201217,9196814,Android Pocket Tee Navy,Android,Apparel,29,1,29
20201217,9196643,Google Toddler Tee White,Google,Apparel,24,1,24
20201217,9185149,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201217,9199131,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199129,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199129,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199131,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9197973,Google Sunnyvale Campus Ladies Tee,Google,Campus Collection,14,1,14
20201217,9195198,Google F/C Longsleeve Charcoal,Google,Apparel,24,1,24
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9196653,Google Speckled Beanie Navy,Google,New,16,1,16
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201217,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9199220,Google Land & Sea Cotton Cap,Google,Apparel,17,1,17
20201217,9199082,Google Land & Sea Tote Bag,Google,Bags,20,1,20
20201217,9196894,Google Cork Card Holder,Google,Accessories,13,1,13
20201217,9196861,Google Cork Journal,Google,New,7,1,7
20201217,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,20,1,20
20201217,9195840,YouTube Play Mug,YouTube,Lifestyle,13,1,13
20201217,9196977,Google Chicago Campus Mug,Google,Campus Collection,8,1,8
20201217,9199127,Google Blue Stojo Cup,Google,Shop by Brand,25,1,25
20201217,9196621,Google Heather Green Speckled Tee,Google,Apparel,24,1,24
20201217,9196638,Google Red Speckled Tee,Google,Apparel,24,1,24
20201217,9196866,Google ApPeel Journal Red,Google,New,15,10,152
20201217,9195840,YouTube Play Mug,YouTube,Lifestyle,10,10,104
20201217,9196966,Google NYC Campus Zip Hoodie,Google,Campus Collection,41,1,41
20201217,9196868,Stainless Straight Straw/Cleaner,Google,New,4,6,21
20201217,9196737,Google Felt Refillable Journal,Google,Clearance,20,1,20
20201217,9195928,Google Premium Sunglasses,Google,Accessories,14,1,14
20201217,9196645,Google Sherpa Zip Hoodie Navy,Google,Apparel,55,1,55
20201217,9196804,Android Pocket Tee Green,Android,Apparel,23,1,23
20201217,9200316,Google Aluminum Bottle Red,Google,Shop by Brand,8,1,8
20201217,9180818,Keyboard DOT Sticker,Google,Office,2,1,2
20201217,9197380,Google LA Campus Unisex Tee,Google,Clearance,14,1,14
20201217,9197398,Google LA Campus Sticker,Google,Campus Collection,1,1,1
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9196653,Google Speckled Beanie Navy,Google,New,16,1,16
20201217,9196653,Google Speckled Beanie Navy,Google,New,16,1,16
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201217,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201217,9195130,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201217,9185151,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201217,9195127,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201217,9199129,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9195296,Android Super Hero 3D Framed Art,Android,Accessories,16,1,16
20201217,9195295,Android Techie 3D Framed Art,Android,Accessories,16,2,32
20201217,9196785,Google Keychain,Google,New,6,1,6
20201217,9188200,Google Pen Grey,Google,Office,1,4,6
20201217,9185150,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201217,9195964,Google Seaport Tote,Google,New,48,1,48
20201217,9195949,Google Crew Combed Cotton Sock,Google,Apparel,14,1,14
20201217,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201217,9196902,#IamRemarkable Journal,#IamRemarkable,Stationery,6,1,6
20201217,9196966,Google NYC Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201217,9195831,Google Campus Bike Bottle,Google,Lifestyle,22,1,22
20201217,9194259,Google Campus Bike,Google,Accessories,32,1,32
20201217,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201217,9197814,Google Large Pet Leash (Red/Yellow),Google,Accessories,28,1,28
20201217,9185149,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201217,9195130,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201217,9196699,Google Youth Hero Tee Maroon,Google,Apparel,24,1,24
20201217,9180819,Google Laptop and Cell Phone Stickers,Google,Google,3,1,3
20201217,9197400,Google LA Campus Mug,Google,Campus Collection,7,1,7
20201217,9195937,Google Confetti Task Pad,Google,Office,6,1,6
20201217,9197398,Google LA Campus Sticker,Google,Campus Collection,1,10,11
20201217,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201217,9180865,Google Metallic Notebook Set,Google,Office,5,1,5
20201217,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201217,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201217,9180865,Google Metallic Notebook Set,Google,Office,5,1,5
20201217,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201217,9180865,Google Metallic Notebook Set,Google,Office,5,1,5
20201217,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201217,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201217,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,20,1,20
20201217,9196637,Google Red Speckled Tee,Google,Apparel,30,1,30
20201217,9196653,Google Speckled Beanie Navy,Google,New,20,1,20
20201217,9196693,Google Youth Hero Tee Grey,Google,Apparel,19,1,19
20201217,9196694,Google Youth Hero Tee Grey,Google,Apparel,19,1,19
20201217,9196695,Google Youth Hero Tee Grey,Google,Apparel,19,1,19
20201217,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201217,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201217,9197812,Google Large Pet Collar (Red/Yellow),Google,Accessories,28,1,28
20201217,9196636,Google Red Speckled Tee,Google,Apparel,24,1,24
20201217,9185150,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201217,9195882,Unisex Google Pocket Tee Grey,Google,Apparel,16,1,16
20201217,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,13,1,13
20201217,9196783,YouTube Iconic Play Pin,YouTube,New,8,1,8
20201217,9197994,YouTube Jotter Task Pad,YouTube,Shop by Brand,3,1,3
20201217,9185159,Google Crewneck Sweatshirt Grey,Google,Uncategorized Items,44,1,44
20201217,9195737,Google Campus Bike Eco Tee Navy,Google,Apparel,20,1,20
20201217,9199132,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201217,9188311,Android Lumberjack Pin,Android,Accessories,4,1,4
20201217,9196862,Google Black Cork Journal,Google,New,10,1,10
20201217,9196875,Google KeepCup,Google,New,28,1,28
20201217,9196875,Google KeepCup,Google,New,28,1,28
20201217,9196862,Google Black Cork Journal,Google,New,10,1,10
20201217,9188311,Android Lumberjack Pin,Android,Accessories,4,1,4
20201217,9188311,Android Lumberjack Pin,Android,Accessories,4,1,4
20201217,9196875,Google KeepCup,Google,New,28,1,28
20201217,9196862,Google Black Cork Journal,Google,New,10,1,10
20201217,9196875,Google KeepCup,Google,New,28,1,28
20201217,9196862,Google Black Cork Journal,Google,New,10,1,10
20201217,9188311,Android Lumberjack Pin,Android,Accessories,4,1,4
20201217,9196862,Google Black Cork Journal,Google,New,10,1,10
20201217,9196875,Google KeepCup,Google,New,28,1,28
20201217,9188311,Android Lumberjack Pin,Android,Accessories,4,1,4
20201217,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,10,1,10
20201217,9194259,Google Campus Bike,Google,Accessories,32,1,32
20201217,9197586,Google Seattle Campus Mug,Google,Campus Collection,7,1,7
20201217,9196681,Google Toddler Hero Tee Olive,Google,Apparel,19,1,19
20201217,9196621,Google Heather Green Speckled Tee,Google,Apparel,24,1,24
20201217,9195967,Google Clear Framed Blue Shades,Google,Accessories,3,1,3
20201217,9196414,Google Beekeepers Tee Mint,Google,Apparel,14,1,14
20201217,9195966,Google Clear Framed Yellow Shades,Google,Accessories,3,1,3
20201217,9195843,Google Pen Neon Coral,Google,Stationery,2,2,4
20201217,9188227,Google Flat Front Bag Grey,Google,Bags,30,1,30
20201217,9184830,Google Light Pen Red,Google,Writing Instruments,2,1,2
20201217,9184829,Google Light Pen Blue,Google,Writing Instruments,2,2,4
20201217,9196823,Android Pocket Toddler Tee Navy,Android,Apparel,18,1,18
20201217,9196872,Google Felt Luggage Tag,Google,Clearance,6,1,6
20201217,9180819,Google Laptop and Cell Phone Stickers,Google,Google,2,1,2
20201217,9199126,Google Land & Sea Tech Taco,Google,Shop by Brand,3,1,3
